point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,长乐话音系
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,M,磨,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,朵,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,躲,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,剁,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,妥,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,椭,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,唾,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,砣,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,惰,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,垛,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,T,堕,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,N,挼,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,N,糯,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,N,懦,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,L,骡,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,L,螺,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,L,脶,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,L,啰,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,L,裸,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,L,瘰,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,L,摞,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,锉,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,莝,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,矬,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,坐,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,座,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,蓑,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,梭,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,唆,ɔ/o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,莎,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,锁,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,琐,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,TS,唢,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,过,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,锅,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,戈,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,果,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,裹,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,餜,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,过,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,科,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,窠,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,棵,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,髁,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,蝌,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,颗,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,课,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,讹,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,K,卧,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,火,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,伙,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,货,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,和,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,禾,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,祸,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,夥,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,和,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,倭,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,踒,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,窝,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,涡,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,莴,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,涴,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,瘸,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,靴,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,戈,Ø,�,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,巴,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,芭,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,疤,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,笆,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,吧,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,把,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,靶,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,霸,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,欛,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,壩,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,坝,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,爸,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,怕,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,帕,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,爬,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,琶,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,杷,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,钯,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,P,耙,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,麻,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,痲,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,蟆,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,妈,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,马,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,码,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,玛,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,蚂,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,M,骂,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,N,拿,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS,茶,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS,搽,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS,䖳,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,楂,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,渣,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,诈,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,榨,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,炸,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,叉,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,杈,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,差,a/ɔ,文读～别/白读～不多,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,岔,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,差,a/ɔ,文读～别/白读～不多,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,茬,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,查,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,乍,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,沙,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,纱,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,痧,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,砂,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,鲨,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,裟,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,洒,a,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,TS*,厦,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,家,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,傢,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,加,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,痂,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,嘉,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,枷,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,袈,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,假,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,贾,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,假,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,架,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,驾,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,嫁,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,稼,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,价,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,揢,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,牙,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,芽,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,衙,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,伢,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,蚜,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,雅,iɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,K,砑,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,虾,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,�,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,嚇,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,霞,iɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,瑕,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,遐,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,蝦,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,下,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,夏,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,厦,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,下,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,夏,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,暇,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,鸦,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,丫,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,桠,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,哑,ɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,麻,Ø,亚,iɔ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,补,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,谱,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,哺,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,布,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,佈,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,铺,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,潽,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,普,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,浦,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,铺,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,怖,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,蒲,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,菩,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,脯,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,葡,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,莆,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,部,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,簿,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,篰,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,步,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,捕,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,P,埠,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,模,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,模,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,摹,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,姥,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,暮,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,慕,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,墓,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,募,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,M,睦,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,都,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,都,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,赌,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,堵,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,肚,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,睹,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,妒,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,土,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,吐,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,吐,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,兔,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,徒,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,屠,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,途,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,涂,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,图,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,杜,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,肚,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,度,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,渡,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,T,镀,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,N,奴,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,N,努,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,N,怒,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,卢,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,炉,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,芦,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,鸬,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,颅,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,鲈,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,鲁,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,橹,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,虏,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,卤,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,路,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,赂,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,露,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,L,鹭,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,租,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,祖,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,组,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,做,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,粗,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,醋,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,措,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,错,o,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,苏,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,酥,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,素,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,诉,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,塑,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,TS,嗉,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,姑,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,孤,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,箍,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,辜,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,菇,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,鸪,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,蛄,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,古,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,估,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,盬,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,牯,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,股,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,鼓,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,蛊,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,故,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,固,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,锢,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,雇,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,顾,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,枯,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,苦,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,库,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,裤,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,吴,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,蜈,u,文读,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,吾,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,梧,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,五,u,文读,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,伍,u,文读,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,午,u,文读,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,忤,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,误,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,K,悟,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,呼,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,虎,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,浒,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,琥,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,戽,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,胡,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,湖,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,狐,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,壶,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,乎,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,瓠,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,鬍,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,糊,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,蝴,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,瑚,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,户,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,沪,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,互,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,护,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,瓠,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,糊,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,乌,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,污,u,,
SZ02,嵊州长乐,太湖片-临绍小片,,,模,Ø,坞,,,
